MODEL YEAR,DIVISION,CARLINE,ENG DISPL,# CYL,CITY FE,HWY FE,COMB FE
2016,LEXUS,NX 200T AWD,2.0,4,22,28,24
2016,LEXUS,NX 200T AWD F SPORT,2.0,4,22,27,24
2016,PORSCHE,CAYMAN S,3.4,6,21,30,24
2016,PORSCHE,CAYMAN S,3.4,6,20,28,23
2016,VOLVO,S60 AWD,2.0,4,22,31,25
2016,VOLVO,S60 AWD,2.5,5,20,29,23
2016,VOLVO,S60 AWD,3.0,6,18,27,21
2016,VOLVO,S60 CC AWD,2.5,5,20,28,23
2016,VOLVO,S60 FWD,2.0,4,26,38,30
2016,VOLVO,S60 FWD,2.0,4,23,33,27
2016,VOLVO,S60 INSCRIPTION AWD,2.5,5,20,29,23
2016,VOLVO,S60 INSCRIPTION FWD,2.0,4,25,37,29
2016,BMW,428I XDRIVE COUPE,2.0,4,22,34,26
2016,BMW,428I XDRIVE GRAN COUPE,2.0,4,22,34,26
2016,BMW,435I COUPE,3.0,6,20,31,24
2016,BMW,435I COUPE,3.0,6,20,30,23
2016,JEEP,CHEROKEE 4X4,3.2,6,20,28,23
2016,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,2.4,4,21,27,23
2016,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,3.2,6,19,26,22
2016,JEEP,CHEROKEE TRAILHAWK 4X4,2.4,4,19,25,22
2016,JEEP,CHEROKEE TRAILHAWK 4X4,3.2,6,19,26,22
2016,JEEP,COMPASS 4X4,2.4,4,20,26,22
2016,ASTON MARTIN LAGONDA LTD,DB9,5.9,12,13,19,15
2016,ASTON MARTIN LAGONDA LTD,VANQUISH,6.0,12,13,21,16
2016,FERRARI,CALIFORNIA T,3.9,8,16,23,19
2016,BMW,435I GRAN COUPE,3.0,6,20,31,24
2016,BMW,435I XDRIVE COUPE,3.0,6,20,30,23
2016,BMW,435I XDRIVE COUPE,3.0,6,19,28,22
2016,HONDA,CR-V 4WD,2.4,4,25,31,27
2016,HONDA,HR-V 4WD,1.8,4,27,32,29
2016,HONDA,HR-V 4WD,1.8,4,27,32,29
2016,FERRARI,CALIFORNIA T,3.9,8,16,23,18
2016,FIAT,500,1.4,4,24,32,27
2016,JEEP,PATRIOT 4X4,2.4,4,20,26,22
2016,LEXUS,NX 300H AWD,2.5,4,33,30,32
2016,JEEP,PATRIOT 4X4,2.4,4,20,23,21
2016,JEEP,PATRIOT 4X4,2.4,4,22,27,24
2016,JEEP,RENEGADE 4X4,1.4,4,24,31,27
2016,JEEP,RENEGADE 4X4,2.4,4,21,29,24
2016,VOLVO,S60 POLESTAR AWD,3.0,6,18,27,21
2016,ACURA,RLX,3.5,6,28,32,30
2016,ACURA,RLX,3.5,6,20,31,24
2016,AUDI,A6,2.0,4,24,35,28
2016,AUDI,A6 QUATTRO,2.0,4,22,32,26
2016,AUDI,A6 QUATTRO,3.0,6,25,38,30
2016,AUDI,A6 QUATTRO,3.0,6,20,30,24
2016,LINCOLN,MKC  AWD,2.0,4,19,26,22
2016,BMW,435I XDRIVE GRAN COUPE,3.0,6,20,30,23
2016,BMW,640I GRAN COUPE,3.0,6,20,31,24
2016,BMW,640I XDRIVE GRAN COUPE,3.0,6,20,29,23
2016,HONDA,PILOT 4WD,3.5,6,18,26,21
2016,LINCOLN,MKC  AWD,2.3,4,18,26,21
2016,LINCOLN,MKX AWD,2.7,6,17,24,19
2016,LINCOLN,MKX AWD,3.7,6,16,23,19
2016,MAZDA,CX-5 4WD,2.5,4,24,30,26
2016,MERCEDES-BENZ,GLA 250 4MATIC,2.0,4,24,32,27
2016,MERCEDES-BENZ,GLA 250 4MATIC,2.0,4,24,32,27
2016,MERCEDES-BENZ,GLC 300 4MATIC,2.0,4,21,28,24
2016,MITSUBISHI MOTORS CORPORATION,OUTLANDER 4WD,2.4,4,24,29,26
2016,MITSUBISHI MOTORS CORPORATION,OUTLANDER 4WD,3.0,6,20,27,23
2016,LEXUS,RX 350 AWD,3.5,6,19,26,22
2016,PORSCHE,MACAN TURBO,3.6,6,17,23,19
2016,SUBARU,CROSSTREK,2.0,4,26,34,29
2016,SUBARU,CROSSTREK,2.0,4,23,31,26
2016,SUBARU,CROSSTREK HYBRID,2.0,4,30,34,31
2016,SUBARU,FORESTER,2.0,4,23,28,25
2016,JEEP,WRANGLER 4X4,3.6,6,17,21,18
2016,AUDI,A7 QUATTRO,3.0,6,25,38,30
2016,FIAT,500,1.4,4,27,34,30
2016,FIAT,500,1.4,4,28,34,30
2016,FIAT,500,1.4,4,31,40,34
2016,FIAT,500 ABARTH,1.4,4,24,32,27
2016,FIAT,500 ABARTH,1.4,4,28,34,30
2016,MINI,MINI COOPER CONVERTIBLE,1.5,4,27,37,31
2016,MINI,MINI COOPER CONVERTIBLE,1.5,4,27,38,31
2016,AUDI,A7 QUATTRO,3.0,6,20,30,24
2016,HONDA,PILOT 4WD,3.5,6,19,26,22
2016,HYUNDAI MOTOR COMPANY,SANTA FE AWD,3.3,6,18,24,20
2016,VOLVO,XC70 AWD,2.5,5,19,26,22
2016,BMW,650I GRAN COUPE,4.4,8,17,25,20
2016,SUBARU,FORESTER,2.5,4,24,32,27
2016,JEEP,WRANGLER 4X4,3.6,6,17,21,18
2016,MINI,MINI COOPER S CONVERTIBLE,2.0,4,25,34,29
2016,MITSUBISHI MOTORS CORPORATION,OUTLANDER SPORT 4WD,2.0,4,23,29,26
2016,MITSUBISHI MOTORS CORPORATION,OUTLANDER SPORT 4WD,2.4,4,22,27,24
2016,NISSAN,PATHFINDER 4WD,3.5,6,19,26,22
2016,NISSAN,PATHFINDER 4WD PLATINUM,3.5,6,19,26,21
2016,JEEP,WRANGLER UNLIMITED 4X4,3.6,6,16,20,18
2016,NISSAN,ROGUE AWD,2.5,4,25,32,28
2016,PORSCHE,MACAN S,3.0,6,17,23,19
2016,FORD,EXPLORER FWD,2.3,4,19,28,22
2016,AUDI,RS7,4.0,8,15,25,18
2016,JEEP,WRANGLER UNLIMITED 4X4,3.6,6,16,21,18
2016,KIA MOTORS CORPORATION,SORENTO AWD,2.0,4,19,25,22
2016,KIA MOTORS CORPORATION,SORENTO AWD,2.4,4,21,26,23
2016,KIA MOTORS CORPORATION,SORENTO AWD,3.3,6,17,23,19
2016,BMW,X5 SDRIVE35I,3.0,6,18,25,21
2016,BMW,X6 SDRIVE35I,3.0,6,18,25,21
2016,BUICK,ENCLAVE FWD,3.6,6,15,22,18
2016,AUDI,S6,4.0,8,18,27,21
2016,AUDI,S7,4.0,8,17,27,21
2016,AUDI,S8,4.0,8,15,25,19
2016,KIA MOTORS CORPORATION,SORENTO AWD FE,3.3,6,18,26,21
2016,KIA MOTORS CORPORATION,SPORTAGE AWD,2.4,4,19,26,22
2016,LINCOLN,NAVIGATOR L 2WD,3.5,6,15,20,17
2016,MERCEDES-BENZ,GLE 350,3.5,6,18,24,20
2016,TOYOTA,4RUNNER 2WD,4.0,6,17,22,19
2016,TOYOTA,SEQUOIA 2WD,5.7,8,13,17,15
2016,BENTLEY,FLYING SPUR,4.0,8,14,24,17
2016,BENTLEY,FLYING SPUR,6.0,12,12,20,15
2016,BENTLEY,MULSANNE,6.8,8,11,18,13
2016,BMW,528I,2.0,4,23,34,27
2016,FORD,EXPLORER FWD,3.5,6,17,24,20
2016,FORD,FLEX FWD,3.5,6,16,23,19
2016,GMC,ACADIA FWD,3.6,6,15,22,18
2016,GMC,C1500 YUKON 2WD,5.3,8,16,23,18
2016,BMW,650I XDRIVE GRAN COUPE,4.4,8,15,24,18
2016,BMW,ALPINA B6 GRAN COUPE XDRIVE,4.4,8,15,24,18
2016,BMW,M3,3.0,6,17,24,19
2016,SUBARU,FORESTER,2.5,4,22,29,25
2016,SUBARU,OUTBACK,2.5,4,25,33,28
2016,SUBARU,OUTBACK,3.6,6,20,27,22
2016,MINI,MINI COOPER S CONVERTIBLE,2.0,4,23,33,27
2016,VOLVO,XC90 FWD,2.0,4,22,26,24
2016,BMW,X5 M,4.4,8,14,19,16
2016,BMW,X5 XDRIVE 35D,3.0,6,23,30,26
2016,BMW,X5 XDRIVE35I,3.0,6,18,24,20
2016,BMW,X5 XDRIVE50I,4.4,8,15,21,17
2016,BMW,X6 M,4.4,8,14,19,16
2016,BMW,X6 XDRIVE35I,3.0,6,18,24,20
2016,BMW,X6 XDRIVE50I,4.4,8,15,21,17
2016,BUICK,ENCLAVE AWD,3.6,6,15,22,17
2016,CADILLAC,ESCALADE 4WD,6.2,8,15,21,17
2016,CADILLAC,SRX AWD,3.6,6,16,23,18
2016,CHEVROLET,K1500 SUBURBAN 4WD,5.3,8,15,22,18
2016,CHEVROLET,K1500 SUBURBAN 4WD,5.3,8,15,22,18
2016,CADILLAC,ESCALADE 2WD,6.2,8,15,22,17
2016,CADILLAC,SRX,3.6,6,17,24,19
2016,CHEVROLET,C1500 SUBURBAN 2WD,5.3,8,16,23,18
2016,CHEVROLET,C1500 SUBURBAN 2WD,5.3,8,16,23,18
2016,CHEVROLET,C1500 TAHOE 2WD,5.3,8,16,23,18
2016,CHEVROLET,C1500 TAHOE 2WD,5.3,8,16,23,18
2016,BMW,528I XDRIVE,2.0,4,22,34,26
2016,TOYOTA,RAV4 AWD,2.5,4,22,29,25
2016,TOYOTA,RAV4 HYBRID AWD,2.5,4,34,31,33
2016,TOYOTA,RAV4 LIMITED AWD/SE AWD,2.5,4,22,29,25
2016,VOLKSWAGEN,TIGUAN 4MOTION,2.0,4,20,26,23
2016,VOLVO,XC60 AWD,2.0,4,19,27,22
2016,VOLVO,XC60 AWD,2.5,5,19,26,22
2016,VOLVO,XC60 AWD,3.0,6,17,23,20
2016,GMC,K1500 YUKON 4WD,5.3,8,16,22,18
2016,GMC,K1500 YUKON 4WD,6.2,8,15,21,17
2016,GMC,K1500 YUKON XL 4WD,5.3,8,15,22,18
2016,GMC,K1500 YUKON XL 4WD,5.3,8,15,22,18
2016,GMC,K1500 YUKON XL 4WD,6.2,8,14,20,16
2016,GMC,C1500 YUKON 2WD,5.3,8,16,23,18
2016,GMC,C1500 YUKON 2WD,6.2,8,15,22,17
2016,INFINITI,QX60 HYBRID AWD,2.5,4,25,28,26
2016,INFINITI,QX80 4WD,5.6,8,13,19,15
2016,JEEP,GRAND CHEROKEE 4X4,3.0,6,21,28,24
2016,JEEP,GRAND CHEROKEE 4X4,3.6,6,18,25,21
2016,JEEP,GRAND CHEROKEE 4X4,5.7,8,14,22,17
2016,PORSCHE,911 CARRERA,3.4,6,20,28,23
2016,BMW,M3,3.0,6,17,26,20
2016,BMW,535D,3.0,6,26,38,30
2016,BMW,535D XDRIVE,3.0,6,26,37,30
2016,BMW,535I,3.0,6,20,31,24
2016,LAND ROVER,RANGE ROVER SPORT,3.0,6,17,23,19
2016,LAND ROVER,RANGE ROVER SPORT,5.0,8,14,19,16
2016,LAND ROVER,RANGE ROVER SPORT TDV6,3.0,6,22,29,25
2016,LAND ROVER,RANGE ROVER TDV6,3.0,6,22,29,25
2016,CHEVROLET,K1500 TAHOE 4WD,5.3,8,16,22,18
2016,CHEVROLET,K1500 TAHOE 4WD,5.3,8,16,22,18
2016,CHEVROLET,TRAVERSE AWD,3.6,6,15,22,17
2016,DODGE,DURANGO AWD,3.6,6,18,25,21
2016,DODGE,DURANGO AWD,5.7,8,14,22,17
2016,FORD,EXPEDITION 4WD,3.5,6,15,20,17
2016,FORD,EXPEDITION EL 4WD,3.5,6,14,20,16
2016,FORD,EXPLORER AWD,2.3,4,18,26,21
2016,FORD,EXPLORER AWD,3.5,6,16,22,18
2016,FORD,EXPLORER AWD,3.5,6,16,23,19
2016,FORD,EXPLORER FFV AWD,3.5,6,16,23,19
2016,FORD,FLEX AWD,3.5,6,16,22,18
2016,FORD,FLEX AWD,3.5,6,15,21,17
2016,GMC,ACADIA AWD,3.6,6,15,22,17
2016,GMC,K1500 YUKON 4WD,5.3,8,16,22,18
2016,MERCEDES-BENZ,G 550,4.0,8,13,14,13
2016,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,3.0,6,19,26,22
2016,MERCEDES-BENZ,GL 450 4MATIC,3.0,6,17,21,19
2016,CHEVROLET,TRAVERSE FWD,3.6,6,15,22,18
2016,DODGE,DURANGO RWD,3.6,6,19,27,22
2016,DODGE,DURANGO RWD,5.7,8,14,22,17
2016,FORD,EXPEDITION 2WD,3.5,6,16,22,18
2016,FORD,EXPEDITION EL 2WD,3.5,6,15,21,17
2016,FORD,EXPLORER FFV 2WD,3.5,6,17,24,20
2016,TOYOTA,4RUNNER 4WD,4.0,6,17,21,18
2016,TOYOTA,4RUNNER 4WD,4.0,6,17,21,18
2016,TOYOTA,HIGHLANDER AWD,3.5,6,18,24,20
2016,TOYOTA,HIGHLANDER HYBRID AWD,3.5,6,27,28,28
2016,TOYOTA,HIGHLANDER HYBRID AWD LE PLUS,3.5,6,28,28,28
2016,TOYOTA,LAND CRUISER WAGON 4WD,5.7,8,13,18,15
2016,TOYOTA,SEQUOIA 4WD,5.7,8,13,17,14
2016,TOYOTA,SEQUOIA 4WD FFV,5.7,8,13,17,14
2016,VOLKSWAGEN,TOUAREG,3.0,6,21,29,24
2016,VOLKSWAGEN,TOUAREG,3.6,6,17,23,19
2016,VOLVO,XC90 AWD,2.0,4,20,25,22
2016,VOLVO,XC90 AWD,2.0,4,22,25,23
2016,PORSCHE,911 CARRERA 4S CABRIOLET,3.8,6,18,26,21
2016,PORSCHE,911 CARRERA CABRIOLET,3.4,6,21,28,23
2016,PORSCHE,911 CARRERA CABRIOLET,3.4,6,19,27,22
2016,PORSCHE,911 CARRERA GTS,3.8,6,19,26,21
2016,PORSCHE,911 CARRERA GTS,3.8,6,18,26,21
2016,PORSCHE,911 CARRERA GTS CABRIOLET,3.8,6,19,26,21
2016,PORSCHE,911 CARRERA GTS CABRIOLET,3.8,6,18,25,20
2016,GMC,C1500 YUKON XL 2WD,5.3,8,16,23,18
2016,GMC,C1500 YUKON XL 2WD,5.3,8,16,23,18
2016,GMC,C1500 YUKON XL 2WD,6.2,8,15,22,17
2016,INFINITI,QX60 HYBRID FWD,2.5,4,26,28,26
2016,INFINITI,QX80 2WD,5.6,8,14,20,16
2016,BMW,M4 COUPE,3.0,6,17,24,19
2016,BMW,M4 COUPE,3.0,6,17,26,20
2016,PORSCHE,911 CARRERA,3.4,6,19,27,22
2016,PORSCHE,911 CARRERA 4,3.4,6,20,28,23
2016,PORSCHE,911 CARRERA 4,3.4,6,19,27,22
2016,PORSCHE,911 CARRERA 4 CABRIOLET,3.4,6,20,27,22
2016,PORSCHE,911 CARRERA 4 CABRIOLET,3.4,6,19,26,22
2016,PORSCHE,911 CARRERA 4 GTS,3.8,6,19,26,21
2016,PORSCHE,911 CARRERA 4 GTS,3.8,6,18,26,21
2016,MERCEDES-BENZ,GL 550 4MATIC,4.7,8,13,18,15
2016,JEEP,GRAND CHEROKEE SRT8 4X4,6.4,8,13,19,15
2016,LAND ROVER,LR4,3.0,6,15,19,16
2016,LAND ROVER,RANGE ROVER,3.0,6,17,23,19
2016,LAND ROVER,RANGE ROVER,5.0,8,14,19,16
2016,PORSCHE,911 CARRERA S,3.8,6,20,27,23
2016,PORSCHE,911 CARRERA S,3.8,6,19,27,22
2016,PORSCHE,911 CARRERA S CABRIOLET,3.8,6,19,27,22
2016,BMW,M6 GRAN COUPE,4.4,8,14,20,16
2016,BMW,M6 GRAN COUPE,4.4,8,15,22,17
2016,BUICK,VERANO,2.0,4,21,30,24
2016,BUICK,VERANO,2.0,4,20,31,24
2016,BUICK,VERANO,2.4,4,21,32,25
2016,CADILLAC,ATS,2.0,4,22,31,26
2016,CADILLAC,ATS,2.0,4,20,29,23
2016,CADILLAC,ATS,2.5,4,22,32,26
2016,CADILLAC,ATS,3.6,6,20,30,24
2016,CADILLAC,ATS AWD,2.0,4,22,30,25
2016,CADILLAC,ATS AWD,3.6,6,19,28,22
2016,CADILLAC,ATS-V,3.6,6,16,24,19
2016,CADILLAC,ATS-V,3.6,6,17,23,19
2016,CHEVROLET,CAMARO,2.0,4,22,31,25
2016,LEXUS,GX 460,4.6,8,15,20,17
2016,LEXUS,LX 570,5.7,8,13,18,15
2016,LEXUS,RX 450H AWD,3.5,6,30,28,30
2016,LINCOLN,MKT AWD,3.5,6,15,21,17
2016,LINCOLN,NAVIGATOR 4WD,3.5,6,15,20,17
2016,LINCOLN,NAVIGATOR L 4WD,3.5,6,15,19,16
2016,MERCEDES-BENZ,AMG G 63,5.5,8,12,14,13
2016,MERCEDES-BENZ,AMG G65,6.0,12,11,13,12
2016,MERCEDES-BENZ,AMG GL 63,5.5,8,13,17,14
2016,MERCEDES-BENZ,AMG GLE 63,5.5,8,13,17,15
2016,MERCEDES-BENZ,GLE 300 D 4MATIC,2.1,4,22,29,24
2016,MERCEDES-BENZ,GLE 350 4MATIC,3.5,6,17,22,19
2016,MERCEDES-BENZ,GLE 350 4MATIC,3.5,6,17,22,19
2016,MERCEDES-BENZ,GLE 350 D 4MATIC,3.0,6,23,30,26
2016,MERCEDES-BENZ,GLE 400 4MATIC,3.0,6,18,22,20
2016,LAND ROVER,RANGE ROVER LWB,3.0,6,17,23,19
2016,LAND ROVER,RANGE ROVER LWB,5.0,8,14,19,16
2016,PORSCHE,911 TARGA 4S,3.8,6,18,26,21
2016,PORSCHE,911 TURBO,3.8,6,17,24,20
2016,PORSCHE,911 TURBO CABRIOLET,3.8,6,17,24,20
2016,JEEP,GRAND CHEROKEE 4X2,3.0,6,22,30,25
2016,JEEP,GRAND CHEROKEE 4X2,3.6,6,19,26,22
2016,LINCOLN,MKT FWD,3.7,6,16,24,19
2016,LINCOLN,NAVIGATOR 2WD,3.5,6,16,22,18
2016,MERCEDES-BENZ,GLE 450 AMG (COUPE),3.0,6,17,23,20
2016,PORSCHE,CAYENNE,3.6,6,19,24,21
2016,PORSCHE,911 CARRERA S CABRIOLET,3.8,6,19,27,22
2016,PORSCHE,911 TARGA 4,3.4,6,19,26,22
2016,PORSCHE,911 TARGA 4,3.4,6,18,26,21
2016,PORSCHE,911 TARGA 4 GTS,3.8,6,18,25,21
2016,PORSCHE,911 TARGA 4 GTS,3.8,6,18,26,21
2016,PORSCHE,911 TARGA 4S,3.8,6,18,25,21
2016,CHEVROLET,CAMARO,6.2,8,17,28,20
2016,CHEVROLET,CAMARO,6.2,8,16,25,19
2016,CHEVROLET,CRUZE,1.4,4,30,42,35
2016,CHEVROLET,CRUZE,1.4,4,29,41,33
2016,CHEVROLET,CRUZE PREMIER,1.4,4,30,40,34
2016,CHEVROLET,SONIC,1.4,4,27,37,31
2016,CHEVROLET,SONIC,1.4,4,29,40,33
2016,MERCEDES-BENZ,AMG GLE 63 S,5.5,8,13,17,15
2016,MERCEDES-BENZ,AMG GLE 63 S (COUPE),5.5,8,14,18,15
2016,PORSCHE,CAYENNE DIESEL,3.0,6,20,29,23
2016,PORSCHE,CAYENNE GTS,3.6,6,16,23,19
2016,PORSCHE,CAYENNE S,3.6,6,17,24,20
2016,PORSCHE,CAYENNE TURBO,4.8,8,14,21,17
2016,PORSCHE,CAYENNE TURBO S,4.8,8,14,21,17
2016,PORSCHE,911 TURBO S,3.8,6,17,24,20
2016,PORSCHE,911 TURBO S CABRIOLET,3.8,6,17,24,20
2016,SCION,FR-S,2.0,4,25,34,28
2016,SCION,FR-S,2.0,4,22,30,25
2016,SUBARU,BRZ,2.0,4,25,34,28
2016,SUBARU,BRZ,2.0,4,22,30,25
2016,ASTON MARTIN LAGONDA LTD,RAPIDE S,6.0,12,14,22,17
2016,AUDI,A3,1.8,4,23,33,27
2016,AUDI,A3 CABRIOLET,1.8,4,24,35,28
2016,AUDI,A3 CABRIOLET QUATTRO,2.0,4,23,32,26
2016,PORSCHE,911 CARRERA 4 GTS CABRIOLET,3.8,6,18,25,21
2016,PORSCHE,911 CARRERA 4 GTS CABRIOLET,3.8,6,18,25,20
2016,PORSCHE,911 CARRERA 4S,3.8,6,19,26,22
2016,PORSCHE,911 CARRERA 4S,3.8,6,19,26,21
2016,PORSCHE,911 CARRERA 4S CABRIOLET,3.8,6,19,26,21
2016,CHEVROLET,CAMARO,2.0,4,21,30,24
2016,CHEVROLET,CAMARO,3.6,6,19,28,23
2016,CHEVROLET,CAMARO,3.6,6,18,27,21
2016,AUDI,A3 QUATTRO,2.0,4,24,33,27
2016,AUDI,A5 CABRIOLET QUATTRO,2.0,4,21,29,24
2016,AUDI,A5 QUATTRO,2.0,4,21,30,25
2016,AUDI,A5 QUATTRO,2.0,4,22,32,26
2016,AUDI,S3,2.0,4,23,31,26
2016,AUDI,S5,3.0,6,18,28,21
2016,AUDI,S5,3.0,6,17,26,20
2016,AUDI,S5 CABRIOLET,3.0,6,18,26,21
2016,AUDI,TT COUPE QUATTRO,2.0,4,23,30,26
2016,AUDI,TTS COUPE,2.0,4,23,27,25
